cost,year_month
765.38,2016_8
375.0,2015_10
331.79999999999995,2016_4
330.0,2016_10
30.0,2016_1
38.0,2016_1
39.0,2016_1
70.0,2016_5
30.0,2016_1
60.0,2016_3
114.0,2015_7
47.0,2015_10
40.0,2016_1
48.0,2016_3
55.08,2015_12
78.0,2016_1
40.0,2016_1
43.0,2016_3
774.0,2015_7
1312.5,2016_7
43.0,2016_11
30.0,2016_3
48.0,2015_10
70.0,2015_11
70.0,2015_12
60.0,2016_2
30.0,2016_12
35.11,2015_11
52.0,2015_11
89.6,2016_4
1616.94,2015_12
440.0,2016_2
70.0,2016_5
40.0,2016_2
36.0,2015_11
35.0,2015_12
30.0,2016_1
30.0,2016_1
90.0,2016_2
0.0,2016_2
30.0,2016_3
42.0,2016_4
57.0,2016_5
78.0,2016_1
40.0,2016_2
63.0,2016_5
75.0,2016_6
39.0,2016_3
670.0,2015_8
860.0,2016_8
1470.0,2015_8
1099.0,2016_7
678.0,2016_9
180.0,2015_10
305.0,2016_3
192.0,2015_10
35.0,2015_12
120.0,2016_3
210.0,2016_5
130.0,2016_9
69.0,2016_11
60.0,2016_12
57.0,2016_12
2379.02,2016_8
1225.0,2015_8
576.0,2015_9
610.2,2016_9
350.0,2015_9
107.1,2016_6
912.38,2016_6
243.0,2016_10
80.0,2015_9
150.0,2015_9
96.0,2015_10
105.0,2015_11
130.0,2016_6
129.0,2016_2
120.0,2016_10
107.26,2016_12
40.0,2015_11
30.0,2016_2
30.0,2016_2
60.0,2016_3
79.0,2016_6
47.0,2015_10
40.0,2015_11
76.0,2016_10
105.0,2015_12
60.0,2016_2
42.0,2016_4
130.0,2016_6
108.0,2016_10
90.0,2016_12
168.0,2015_10
220.0,2016_10
0.0,2016_11
30.0,2016_12
39.0,2015_12
58.0,2016_3
268.0,2016_3
132.0,2016_12
96.0,2015_10
175.8,2016_11
610.0,2016_12
44.0,2016_10
48.0,2016_3
1111.0,2015_8
115.0,2016_9
37.0,2015_10
25.0,2016_2
38.0,2016_1
41.0,2016_1
33.0,2016_2
39.0,2016_2
43.0,2016_3
40.0,2015_10
156.0,2016_4
112.0,2015_11
119.01,2016_2
144.0,2016_5
76.0,2015_12
294.0,2015_9
48.0,2015_10
42.0,2016_10
65.0,2016_2
45.0,2016_10
38.0,2015_12
40.0,2016_3
71.0,2016_4
87.0,2016_5
79.0,2016_6
118.0,2016_7
48.0,2016_11
42.0,2016_5
664.2,2015_7
42.3,2015_10
21.5,2015_11
26.0,2015_12
25.0,2016_1
1687.0,2016_7
125.0,2016_8
462.90000000000003,2015_7
381.9,2015_7
35.1,2015_10
38.0,2016_10
749.0,2015_8
420.0,2016_8
1276.0,2016_9
910.0,2016_9
874.0,2015_9
284.4,2016_10
48.0,2015_10
70.0,2015_11
2160.06,2016_9
192.0,2016_10
637.0,2015_10
357.0,2015_10
40.0,2015_11
38.0,2015_11
75.0,2016_6
95.0,2016_6
126.0,2016_8
74.0,2016_1
40.0,2016_2
79.0,2016_6
49.0,2016_1
28.0,2016_1
39.0,2016_4
37.0,2015_10
84.0,2015_12
45.0,2016_3
54.0,2016_1
0.0,2016_12
26.0,2016_2
45.0,2016_3
30.0,2016_12
42.4,2016_3
90.0,2016_10
120.0,2016_1
90.0,2016_2
120.0,2016_2
156.0,2016_4
168.0,2016_5
174.0,2016_3
232.0,2016_3
34.0,2016_12
39.0,2016_2
4.0,2015_7
40.0,2016_1
48.0,2016_2
40.0,2016_2
80.0,2016_3
76.5,2016_10
0.0,2015_10
35.0,2016_12
39.0,2015_10
60.0,2016_3
42.0,2016_5
30.0,2016_1
60.0,2016_2
106.0,2016_3
45.0,2016_4
65.0,2016_9
30.0,2016_11
40.0,2015_10
38.0,2015_12
39.0,2016_1
40.0,2016_2
50.0,2016_10
39.0,2016_12
38.0,2015_11
25.0,2015_11
40.0,2016_2
82.0,2015_10
38.0,2016_1
40.0,2016_2
40.0,2016_3
46.0,2015_11
40.0,2016_3
63.0,2016_5
57.9,2016_10
38.0,2015_11
86.0,2016_1
53.0,2015_11
53.0,2015_12
40.0,2016_3
38.0,2015_11
35.0,2015_11
58.0,2015_12
61.0,2016_1
55.0,2016_2
45.0,2016_2
164.7,2016_3
112.0,2016_3
225.0,2016_4
42.0,2016_3
36.0,2016_12
224.0,2015_10
45.0,2016_3
37.6,2015_10
103.19999999999999,2015_11
26.0,2015_12
75.0,2016_2
69.0,2015_12
160.2,2015_9
86.0,2015_12
176.58,2016_9
46.0,2015_12
65.4,2016_4
41.0,2016_11
40.0,2016_11
135.0,2016_4
66.0,2016_11
70.0,2015_12
38.0,2016_1
128.0,2016_12
405.0,2016_12
196.88,2016_3
593.01,2016_12
0.0,2016_4
47.55,2016_11
48.0,2016_12
357.0,2015_9
420.0,2016_5
1424.97,2015_8
82.0,2015_7
88.0,2016_3
106.2,2015_9
37.0,2015_10
54.0,2016_11
58.0,2016_2
30.0,2016_2
180.0,2016_5
476.0,2016_10
576.0,2016_6
330.0,2016_5
478.80000000000007,2016_9
57.0,2016_6
100.0,2016_1
294.75,2015_7
150.0,2016_4
456.29999999999995,2016_7
563.5,2015_7
404.01,2015_7
542.01,2015_7
382.0,2016_8
1152.4,2016_7
54.0,2016_3
46.0,2016_3
332.0,2016_11
760.0,2015_7
30.0,2016_2
30.0,2016_2
0.0,2016_6
825.0,2016_7
1232.0,2015_7
715.0,2016_8
61.0,2016_12
2295.0,2016_8
866.0,2015_8
1918.8,2015_8
2784.0,2016_8
6.0,2016_4
978.04,2016_8
300.0,2016_3
570.0,2015_9
1660.0,2016_9
1260.0,2015_9
70.0,2016_5
908.6000000000001,2016_9
90.0,2015_11
46.4,2016_2
72.0,2016_10
34.4,2016_11
34.4,2016_12
124.0,2016_10
109.0,2015_9
492.80000000000007,2016_9
481.20000000000005,2016_9
456.29999999999995,2016_9
166.59,2016_12
216.0,2015_9
204.0,2015_9
272.70000000000005,2015_9
204.0,2015_9
391.98,2016_9
214.02,2015_9
1800.04,2015_9
1848.0,2016_9
112.0,2015_10
96.0,2016_12
770.0,2015_7
30.0,2016_1
1908.2000000000003,2016_9
48.0,2016_10
42.0,2016_10
39.0,2016_2
45.0,2016_4
76.0,2016_10
108.0,2015_10
152.0,2016_10
35.1,2015_10
38.0,2015_11
44.0,2016_11
42.0,2016_5
65.0,2016_6
92.8,2015_10
147.06,2016_12
255.0,2016_3
1280.0,2015_8
1656.0,2016_8
116.0,2015_12
126.89999999999999,2016_3
132.3,2016_4
231.2,2016_5
255.6,2016_6
158.8,2016_10
156.0,2016_11
150.0,2016_4
396.0,2016_3
1367.16,2016_8
75.0,2016_12
75.0,2016_12
40.0,2015_12
39.0,2016_1
53.0,2016_3
240.0,2016_3
134.0,2015_7
48.0,2015_10
84.0,2016_3
42.0,2016_5
84.0,2016_5
60.0,2016_11
658.0,2016_4
48.0,2015_10
38.0,2016_1
45.0,2016_2
72.0,2016_11
43.0,2015_11
0.0,2015_10
100.0,2015_11
100.0,2015_11
108.0,2016_2
117.0,2016_10
27.0,2016_11
117.0,2016_10
27.0,2016_11
255.99,2016_4
600.1,2015_12
513.99,2016_12
538.04,2015_12
450.0,2016_12
48.0,2015_10
48.0,2015_10
473.04,2016_5
45.0,2015_11
268.0,2015_9
84.0,2016_5
57.0,2016_6
65.0,2016_7
84.0,2016_10
30.0,2016_11
60.0,2016_12
68.8,2016_10
0.0,2016_12
40.0,2016_11
357.0,2015_9
92.1,2015_7
8.0,2015_9
81.0,2015_9
135.0,2016_1
184.0,2016_2
126.0,2016_7
25.0,2015_12
508.0,2015_7
134.0,2015_9
0.0,2016_5
76.0,2015_11
126.0,2016_5
0.0,2015_12
1071.0,2015_7
140.0,2015_8
1680.0,2015_8
372.0,2016_2
394.0,2016_3
345.0,2016_6
1237.5,2016_7
1911.0,2016_8
285.0,2016_11
39.0,2015_11
140.0,2016_11
30.5,2015_12
43.0,2016_3
30.0,2016_2
1676.64,2016_6
135.0,2016_11
294.98,2016_10
35.0,2015_11
90.0,2016_3
90.0,2016_3
84.0,2016_4
84.0,2016_4
114.0,2016_5
42.0,2016_10
44.0,2015_11
71.0,2016_2
35.0,2015_12
30.0,2016_1
30.0,2016_2
42.0,2016_5
12.0,2015_10
84.0,2015_10
0.0,2015_10
0.0,2016_11
134.0,2015_7
126.0,2016_7
44.0,2015_11
88.0,2016_1
80.0,2016_3
112.8,2016_4
202.0,2016_7
136.0,2016_9
96.0,2016_11
42.0,2016_12
334.08,2015_7
219.0,2016_2
0.0,2015_12
0.0,2016_12
55.68,2015_7
612.0,2015_7
250.0,2015_7
402.0,2015_7
472.0,2016_7
308.0,2015_7
153.0,2015_7
397.95000000000005,2015_7
429.29999999999995,2015_7
576.4499999999999,2015_7
334.08,2015_7
389.76,2015_7
487.19999999999993,2015_7
368.1,2015_7
615.0,2015_7
422.45,2015_7
422.45,2015_7
302.4,2015_7
614.25,2015_7
435.6,2015_7
117.9,2015_7
412.65000000000003,2015_7
622.65,2015_7
80.0,2015_7
39.0,2016_4
27.0,2016_12
134.0,2015_7
276.0,2016_7
334.08,2015_7
492.0,2015_7
369.0,2015_7
498.5,2015_7
0.0,2015_7
616.0,2015_7
492.0,2015_7
246.5,2015_7
387.0,2015_7
1078.0,2015_7
466.68,2015_7
784.0,2015_7
629.0,2015_7
678.3000000000001,2015_7
629.0,2015_7
564.8,2015_7
442.8,2015_7
900.0,2015_7
302.4,2015_7
412.65000000000003,2015_7
389.76,2015_7
576.4499999999999,2015_7
775.6,2015_7
519.2,2015_7
336.6,2015_7
229.38,2015_7
222.72,2015_7
232.92,2015_7
232.92,2015_7
278.4,2015_7
500.84999999999997,2015_7
2194.5,2015_7
3487.0,2016_7
88.2,2015_7
123.0,2015_7
153.0,2015_9
1085.0,2015_7
774.9,2015_7
770.0,2015_7
986.48,2015_7
314.4,2015_7
314.4,2015_7
556.8,2015_7
389.76,2015_7
117.9,2015_7
627.76,2015_7
996.3000000000001,2015_7
996.3000000000001,2015_7
693.0,2015_7
674.1,2015_7
972.4000000000001,2015_7
1237.6000000000001,2015_7
150.92,2015_7
194.5,2015_7
1463.7,2015_7
1118.18,2015_7
1243.55,2015_7
154.0,2015_7
131.0,2015_7
945.0,2015_7
739.8,2015_7
618.8000000000001,2015_7
618.8000000000001,2015_7
498.5,2015_7
857.6,2015_7
774.9,2015_7
731.85,2015_7
513.4,2015_7
676.0,2015_7
818.5500000000001,2015_7
1176.0,2015_7
213.0,2015_7
1000.45,2015_7
342.0,2015_7
238.5,2015_7
112.5,2015_7
1215.5,2015_7
179.0,2015_7
154.0,2015_7
319.5,2015_7
1047.4099999999999,2015_7
249.0,2015_7
249.0,2015_7
837.9,2015_7
231.0,2015_7
743.0500000000001,2015_7
916.3000000000001,2015_7
131.2,2015_7
1364.25,2015_7
1237.6000000000001,2015_7
773.5,2015_7
477.0,2015_7
837.9,2015_7
443.01,2015_7
307.95000000000005,2015_7
402.0,2015_7
251.0,2015_7
417.0,2015_7
1582.7,2015_7
540.0,2015_7
92.0,2015_7
435.0,2015_7
791.35,2015_7
98.0,2015_7
559.0,2015_7
103.18,2015_7
128.0,2015_7
1341.0,2015_7
155.5,2015_7
153.0,2015_7
1600.0,2015_7
176.0,2015_7
901.04,2015_7
361.79999999999995,2015_7
361.79999999999995,2015_7
631.4,2015_7
1141.04,2015_7
735.0,2015_7
655.8,2015_7
655.8,2015_7
563.15,2015_7
1173.0600000000002,2015_7
1405.98,2015_7
2320.0,2015_7
655.1999999999999,2015_7
1080.0,2015_7
618.8000000000001,2015_7
655.1999999999999,2015_7
354.0,2015_7
1120.0,2015_7
311.85,2015_7
291.29999999999995,2015_7
1224.6499999999999,2015_7
193.81,2015_7
1078.0,2015_7
114.0,2015_7
324.0,2015_7
545.7,2015_7
1855.98,2015_7
870.0,2015_7
420.6,2015_7
1238.4,2015_7
463.4,2015_7
369.6,2015_7
402.0,2015_7
580.0,2015_7
531.0,2015_7
531.0,2015_7
1576.82,2015_7
154.0,2015_7
1045.5,2015_7
734.75,2015_7
734.75,2015_7
481.5,2015_7
734.75,2015_7
734.75,2015_7
507.0,2015_7
540.0,2015_7
134.0,2015_7
1282.32,2015_7
374.22,2015_7
1076.0,2015_7
134.0,2015_7
265.65,2015_7
114.0,2015_7
30.0,2016_1
65.0,2016_6
1109.5,2015_7
1337.0,2015_7
529.2,2015_7
885.0,2015_7
501.0,2015_7
960.0,2015_7
718.2,2015_7
674.1,2015_7
268.0,2015_7
805.0,2015_7
310.5,2015_7
1206.3000000000002,2015_7
405.0,2015_7
870.0,2015_7
820.0,2015_7
575.0,2015_7
489.90000000000003,2015_7
679.6999999999999,2015_7
330.0,2015_7
406.6,2015_7
328.0,2015_7
1080.0,2015_7
1080.0,2015_7
328.0,2015_7
314.0,2015_7
810.0,2015_7
406.72,2015_7
552.0,2015_7
709.02,2015_7
709.02,2015_7
443.0,2015_7
582.0,2015_7
799.0,2015_7
300.0,2015_7
300.0,2015_7
300.0,2015_7
390.0,2015_7
179.0,2015_7
308.0,2015_8
262.0,2015_9
906.1499999999999,2015_7
1000.0200000000001,2015_7
368.0,2015_7
1067.01,2015_7
459.29999999999995,2015_7
1169.0,2015_7
1828.0,2015_7
1330.0,2015_7
1178.1000000000001,2015_7
843.01,2015_7
820.0,2015_7
856.38,2015_7
856.38,2015_7
877.38,2015_7
585.0,2015_7
833.0,2015_7
612.0,2015_7
1008.0,2015_7
843.01,2015_7
498.0,2015_7
773.5,2015_7
773.5,2015_7
1822.0,2015_7
1822.0,2015_7
1552.0,2015_7
1101.5900000000001,2015_7
781.6,2015_7
486.0,2015_7
600.0,2015_7
711.76,2015_7
802.41,2015_7
937.6499999999999,2015_7
727.65,2015_7
790.0,2015_7
877.2,2015_7
381.0,2015_7
345.0,2015_7
827.3299999999999,2015_7
920.0,2015_7
288.9,2015_7
580.0,2015_7
1887.9899999999998,2015_7
1237.6000000000001,2015_7
1237.6000000000001,2015_7
1120.0,2015_7
1253.0,2015_7
1105.0,2015_7
1105.0,2015_7
241.2,2015_7
185.0,2015_7
670.0,2015_7
875.0,2015_7
1070.0,2015_7
168.0,2015_7
168.0,2015_7
495.0,2015_7
555.0,2015_7
519.0,2015_7
628.0,2015_7
675.0,2015_7
1125.0,2015_7
1603.14,2015_7
481.5,2015_7
1194.0,2015_7
690.0,2015_7
137.7,2015_7
1368.1499999999999,2015_7
1332.8,2015_7
1180.8999999999999,2015_7
268.0,2015_7
268.0,2015_7
670.0,2015_7
1228.01,2015_7
625.0,2015_7
481.5,2015_7
664.2,2015_7
1319.4900000000002,2015_7
1328.25,2015_7
432.0,2015_7
540.0,2015_7
612.0,2015_7
674.1,2015_7
528.0,2015_7
1328.25,2015_7
402.0,2015_7
481.5,2015_7
580.0,2015_7
575.0,2015_7
675.0,2015_7
1054.98,2015_7
635.0,2015_7
88.55,2015_7
88.55,2015_7
773.0,2015_7
1552.0,2015_7
657.0,2015_7
153.0,2015_7
306.0,2015_7
876.0,2015_7
472.0,2015_7
1242.0,2015_7
665.0,2015_7
948.5999999999999,2015_7
787.1999999999999,2015_7
787.1999999999999,2015_7
1550.01,2015_7
616.0,2015_7
1072.0,2015_8
656.0,2015_7
945.0,2015_7
749.0,2015_7
390.0,2015_7
1193.4,2015_7
1112.0,2015_7
1281.0,2015_7
388.43999999999994,2015_7
994.0,2015_7
931.0,2015_7
214.0,2015_7
931.0,2015_7
214.0,2015_7
1196.0,2015_7
346.0,2015_7
582.0,2015_7
819.6,2015_7
709.02,2015_7
723.5999999999999,2015_7
496.0,2015_7
346.0,2015_7
569.01,2015_7
882.0,2015_7
1252.1599999999999,2015_7
798.0,2015_7
241.2,2015_7
1153.8,2015_7
838.6700000000001,2015_7
749.0,2015_7
749.0,2015_7
402.0,2015_7
132.44,2015_8
240.0,2015_7
268.0,2015_7
0.0,2015_8
837.9,2015_8
482.4,2015_7
326.68,2015_7
1015.0,2015_7
402.0,2015_7
356.96999999999997,2015_7
564.0,2015_7
1080.0,2015_7
1025.92,2015_7
578.4,2015_7
325.0,2015_8
420.99,2015_7
752.0,2015_7
428.13,2015_7
425.0,2015_7
308.0,2015_8
606.75,2015_7
438.6,2015_7
308.0,2015_8
686.14,2015_7
268.0,2015_8
422.73,2015_7
304.95000000000005,2015_7
387.0,2015_7
288.9,2015_7
363.8,2015_7
357.75,2015_7
207.0,2015_8
627.0,2015_7
537.0,2015_7
1679.8100000000002,2015_7
403.2,2015_7
943.1099999999999,2015_7
1439.04,2015_7
275.8,2015_8
275.8,2015_8
143.34,2015_8
756.0,2015_8
454.75,2015_7
454.75,2015_7
1008.0,2015_7
292.5,2015_8
726.0,2015_7
132.44,2015_8
1021.98,2015_7
384.0,2015_8
901.04,2015_7
927.5,2015_7
415.79999999999995,2015_8
545.7,2015_7
454.75,2015_7
179.0,2015_8
112.0,2015_8
596.0,2015_8
806.0,2015_8
172.0,2015_8
786.52,2015_7
786.52,2015_7
482.0,2015_8
749.0,2015_7
574.0,2015_8
1564.0,2015_7
984.0,2015_7
1543.5,2015_7
797.3000000000001,2015_7
888.96,2015_7
728.0,2015_7
728.0,2015_7
773.5,2015_7
773.5,2015_7
114.0,2015_8
30.0,2016_1
65.0,2016_9
382.0,2015_8
211.0,2015_8
1201.97,2015_7
826.5999999999999,2015_8
545.7,2015_7
2296.0,2015_7
154.8,2015_8
172.0,2015_8
909.5,2015_7
2253.72,2015_7
573.0,2015_8
1266.5,2015_7
1024.0,2015_8
40.0,2015_8
651.0,2015_8
840.0,2015_8
191.0,2015_8
656.0,2015_8
670.0,2015_8
976.0,2015_8
764.4,2015_8
551.0,2015_8
1137.0,2015_8
1464.1899999999998,2015_7
1464.1899999999998,2015_7
670.0,2015_8
1047.0,2015_8
1074.0,2015_8
866.6999999999999,2015_7
764.0,2015_8
673.0,2015_8
670.0,2015_8
807.25,2015_8
1107.0,2015_7
1143.3100000000002,2015_8
1251.0,2015_7
599.5,2015_8
569.5,2015_8
599.5,2015_8
569.5,2015_8
670.0,2015_8
844.1999999999999,2015_8
577.8,2015_8
980.0,2015_8
741.0,2015_8
153.0,2015_8
660.0,2015_8
498.0,2015_8
1473.01,2015_8
938.0,2015_8
1539.3,2015_8
1134.98,2015_8
1309.98,2015_8
1678.0,2015_7
844.1999999999999,2015_8
420.99,2015_8
1414.0,2015_8
788.41,2015_8
1208.4099999999999,2015_8
738.0,2015_8
917.91,2015_8
1055.0,2015_8
1148.0,2015_8
1176.0,2015_8
1545.04,2015_8
1041.25,2015_8
808.0,2015_8
837.9,2015_8
191.0,2015_8
711.5500000000001,2015_8
1319.22,2015_8
1326.0,2015_8
0.0,2015_8
0.0,2015_8
963.0,2015_8
355.5,2015_8
142.1,2015_8
189.9,2015_8
1203.3,2015_8
1328.0,2015_8
1362.48,2015_8
1080.0,2015_8
1080.0,2015_8
1080.0,2015_8
1038.0,2015_8
190.0,2015_8
378.0,2015_8
1110.0,2015_8
1545.04,2015_8
1041.25,2015_8
183.0,2015_8
0.0,2015_8
402.0,2015_8
1133.1000000000001,2015_8
943.1099999999999,2015_8
669.0,2015_8
542.7800000000001,2015_8
1477.0,2015_8
981.0,2015_8
674.1,2015_8
3528.0,2015_7
836.43,2015_8
1260.0,2015_8
1302.0,2015_8
837.9,2015_8
134.0,2015_8
280.74,2015_8
134.0,2015_8
1535.3999999999999,2015_8
134.0,2015_8
134.0,2015_8
154.0,2015_8
126.0,2015_8
1134.98,2015_8
844.1999999999999,2015_8
412.72,2015_8
910.0699999999999,2015_8
842.66,2015_8
852.0,2015_8
842.66,2015_8
836.43,2015_8
1162.3500000000001,2015_8
674.1,2015_8
938.6999999999999,2015_8
996.1000000000001,2015_8
402.0,2015_8
655.1999999999999,2015_8
1575.5600000000002,2015_8
476.8,2015_8
522.75,2015_8
1192.0,2015_8
584.0,2015_8
385.0,2015_8
2018.0,2015_8
636.65,2015_8
636.65,2015_8
154.8,2015_8
268.0,2015_8
915.0,2015_8
1917.0,2015_8
2082.0,2015_8
1609.8,2015_8
842.4,2015_8
842.4,2015_8
723.2,2015_8
938.0,2015_8
516.0,2015_8
516.0,2015_8
1306.98,2015_8
824.0,2015_8
1224.0,2016_8
1341.0,2015_8
636.65,2015_8
211.0,2015_8
898.0,2015_8
561.0,2015_8
422.0,2015_8
571.5,2015_8
1269.8999999999999,2015_8
1576.82,2015_7
1731.52,2015_7
191.0,2015_8
402.0,2015_8
402.0,2015_8
498.0,2015_8
1968.0,2015_8
1968.0,2015_8
606.0,2015_8
884.0,2015_8
1474.0,2015_8
191.0,2015_8
501.27,2015_8
820.0,2015_8
192.0,2015_8
382.0,2015_8
805.02,2015_8
1107.0,2015_8
1107.0,2015_8
1107.0,2015_8
798.98,2015_8
798.98,2015_8
1180.0,2015_8
1254.0,2015_8
844.0,2015_8
692.0,2015_8
2078.5,2015_8
964.0,2015_8
1003.02,2015_8
252.0,2015_8
819.0,2015_8
1121.4,2015_8
528.2,2015_8
536.0,2015_8
1165.5,2015_8
264.0,2015_8
3867.5,2015_8
1463.7,2015_7
861.0,2015_8
1162.0,2015_8
1031.4,2015_8
1701.0,2015_8
1090.8,2015_8
1518.0,2015_8
936.0,2015_8
828.0,2015_8
650.05,2015_8
936.0,2015_8
1392.0,2015_8
960.0,2015_8
532.0,2015_8
797.3000000000001,2015_8
532.0,2015_8
665.0,2015_8
1065.0,2015_8
388.0,2015_8
728.01,2015_8
1384.02,2015_8
875.0,2015_8
774.0,2015_8
912.5999999999999,2015_8
745.0,2015_8
752.0,2015_8
384.0,2015_8
770.0,2015_8
1010.0,2015_8
804.0,2015_8
842.66,2015_8
2046.7999999999997,2015_8
981.7,2015_8
898.15,2015_8
880.0,2015_8
1856.3999999999999,2015_8
1688.3999999999999,2015_8
954.0,2015_8
1662.1499999999999,2015_8
1211.0,2015_8
1578.1499999999999,2015_8
544.6,2015_8
845.4000000000001,2015_8
1355.3999999999999,2015_8
152.6,2015_8
502.20000000000005,2015_8
637.2,2015_8
749.0,2015_8
1098.0,2015_8
810.0,2015_8
894.0,2015_8
894.0,2015_8
712.0,2015_8
532.0,2015_8
1370.3799999999999,2015_8
515.7,2015_8
240.0,2015_8
1134.0,2015_8
1077.3,2015_8
633.0,2015_8
1076.46,2015_8
1140.0,2015_8
1211.0,2015_8
534.99,2015_8
931.0,2015_8
723.0,2015_8
931.0,2015_8
931.0,2015_8
532.0,2015_8
774.9,2015_8
1288.0,2015_8
788.41,2015_8
789.0,2015_8
1359.3999999999999,2015_8
404.0,2015_8
103.18,2015_8
172.0,2015_8
172.0,2015_8
1687.0,2015_8
324.94,2015_8
118.58,2015_8
172.0,2015_8
820.0,2015_8
1303.75,2015_8
859.9499999999999,2015_8
2110.0,2015_8
1337.0,2015_8
172.0,2015_8
2324.7000000000003,2015_8
172.0,2015_8
172.0,2015_8
996.1000000000001,2015_8
565.6,2015_8
153.0,2015_8
674.1,2015_8
674.1,2015_8
652.2,2015_8
826.14,2015_8
826.14,2015_8
615.3000000000001,2015_8
403.0,2015_8
1064.0,2015_8
459.0,2015_8
344.0,2015_8
153.0,2015_8
381.78000000000003,2015_8
1352.0,2015_8
464.40000000000003,2015_8
153.0,2015_8
731.85,2015_8
596.0,2015_8
1669.5,2015_8
841.4,2015_8
664.0,2015_8
1764.0,2015_8
477.99,2015_8
821.1,2015_8
1104.3,2015_8
428.0,2015_8
963.0,2015_8
865.0,2015_8
308.0,2015_8
834.75,2015_8
731.85,2015_8
774.9,2015_8
613.68,2015_8
749.0,2015_8
519.0,2015_8
606.0,2015_8
1095.0,2015_8
675.0,2015_8
1206.0,2015_8
572.4,2015_8
536.0,2015_8
669.0,2015_8
1176.0,2015_8
1165.0,2015_8
1395.03,2015_8
153.0,2015_8
165.0,2015_8
153.0,2015_8
361.79999999999995,2015_8
1584.0,2015_8
1530.2,2016_8
137.7,2015_8
536.0,2015_8
844.1999999999999,2015_8
351.64,2015_8
536.0,2015_8
792.0,2015_8
390.39,2015_8
1197.0,2015_8
856.0,2015_8
1603.0,2015_8
830.0,2015_8
428.0,2015_8
749.0,2015_8
1064.0,2015_8
991.0,2015_8
660.0,2015_8
438.6,2015_8
1362.97,2015_8
504.0,2015_8
1100.3999999999999,2015_8
1100.3999999999999,2015_8
1781.64,2015_8
715.2,2015_8
938.0,2015_8
714.0,2016_8
1649.97,2015_8
1248.0,2015_8
1640.03,2015_8
1312.98,2015_8
1008.0,2015_8
1080.0,2015_8
1080.0,2015_8
746.0,2015_8
654.5,2015_8
845.75,2015_8
241.2,2015_8
241.2,2015_8
820.75,2015_8
222.0,2015_8
728.0,2015_8
861.0,2015_8
861.0,2015_8
958.0,2015_8
642.0,2015_8
642.0,2015_8
670.0,2015_8
1310.3999999999999,2015_8
952.0,2015_8
1098.0,2015_8
1395.0,2015_8
211.0,2015_8
927.5,2015_8
2269.7999999999997,2015_8
876.0,2015_8
674.1,2015_8
1162.0,2015_8
651.0,2015_8
492.0,2015_8
492.0,2015_8
979.0,2015_8
1108.1000000000001,2015_8
1372.0,2015_8
1206.0,2015_8
1472.0,2015_8
1288.0,2015_8
1162.0,2015_8
1145.0,2015_8
787.0,2015_8
820.0,2015_8
1083.6000000000001,2015_8
1597.04,2015_8
1897.0,2015_8
756.15,2015_8
268.0,2015_8
895.1999999999999,2015_8
519.0,2015_8
673.0,2015_8
204.0,2015_8
415.79999999999995,2015_8
1890.0,2015_8
1493.8,2015_8
654.0,2015_8
654.0,2015_8
1742.0,2015_8
930.09,2015_8
642.0,2015_8
1162.0,2015_8
1078.0,2015_8
1708.0,2015_8
670.0,2015_8
1476.0,2015_8
459.0,2015_8
822.0,2015_8
1444.38,2015_8
153.0,2015_8
1242.99,2015_8
931.0,2015_8
959.76,2015_8
1010.0,2015_8
354.39,2015_8
1112.0,2015_8
153.0,2015_8
173.0,2015_8
808.0,2015_8
1135.3999999999999,2015_8
1533.0,2015_8
1183.0,2015_8
137.7,2015_8
919.8000000000001,2015_8
919.8000000000001,2015_8
2090.0,2015_8
1355.3999999999999,2015_8
1355.3999999999999,2015_8
963.0,2015_8
1131.97,2015_8
153.0,2015_8
1791.0,2015_8
798.0,2015_8
212.0,2015_8
1239.98,2015_8
2352.0,2015_8
0.0,2015_8
1051.02,2015_8
684.32,2015_8
893.13,2015_8
516.0,2015_8
153.0,2015_8
3133.0,2015_8
660.0,2015_10
265.2,2015_8
0.0,2015_8
724.0,2015_8
768.0,2015_8
153.0,2015_8
172.0,2015_8
459.0,2015_8
1310.05,2015_8
1071.0,2015_8
398.0,2015_8
54.0,2016_2
54.0,2016_3
117.0,2016_4
232.0,2016_5
108.0,2016_11
603.0,2015_8
1074.6,2015_8
819.0,2015_8
1195.0,2015_8
688.0,2015_8
966.9000000000001,2015_8
670.0,2015_8
241.2,2015_8
716.7,2015_8
662.2,2015_8
2928.7999999999997,2015_8
675.2,2015_8
1018.98,2015_8
1576.96,2015_8
532.41,2015_8
532.41,2015_8
519.75,2015_8
1605.9399999999998,2015_8
928.26,2015_8
711.5500000000001,2015_8
1003.03,2015_8
1148.0,2015_8
1043.0,2015_8
1505.0,2015_8
945.0,2015_8
1226.82,2015_8
2520.0,2015_8
1809.01,2015_8
844.1999999999999,2015_8
1071.0,2015_8
153.0,2015_8
1720.32,2015_8
1083.18,2015_8
802.4,2015_8
1311.0,2015_8
1159.2,2015_8
1645.49,2015_8
1112.3,2015_8
955.98,2015_8
412.65000000000003,2015_8
1029.63,2015_8
727.0,2015_8
1408.02,2015_8
153.0,2015_8
616.0,2015_8
1732.36,2015_8
1299.97,2015_8
1040.0,2015_8
328.0,2015_8
555.0,2015_8
1237.6000000000001,2015_8
1688.0,2015_8
774.0,2015_8
2296.0,2015_8
1305.99,2015_8
904.98,2015_8
904.98,2015_8
1254.0,2015_8
